0,1,0,2.81,0,4,3.0,0
0,0,1,4.16,0,12,5.0,1
0,0,1,0.31,1,16,6.0,0
0,1,0,3.56,0,7,0.0,1
0,1,0,2.71,0,6,1.0,1
0,0,1,4.62,0,10,1.0,1
0,0,1,1.7,0,13,1.0,1
0,1,0,3.4,0,0,0.0,0
0,1,0,0.65,1,0,6.0,0
0,1,0,2.21,0,12,5.0,1
0,1,0,4.11,0,16,6.0,1
1,0,0,0.55,1,17,6.0,0
0,0,1,4.26,0,7,0.0,1
1,0,0,0.26,1,17,6.0,0
1,0,0,1.47,1,12,6.0,0
1,0,0,1.84,0,19,1.0,1
1,0,0,4.26,0,2,1.0,1
1,0,0,0.23,1,14,6.0,0
1,0,0,3.11,0,0,2.0,1
0,0,1,3.46,0,5,1.0,1
0,0,1,0.68,1,4,6.0,0
0,0,1,3.05,0,10,1.0,1
1,0,0,3.56,0,17,6.0,1
0,1,0,1.08,1,9,6.0,0
0,0,1,3.88,0,0,5.0,1
0,0,1,0.38,1,1,6.0,0
1,0,0,2.46,0,16,0.0,1
1,0,0,3.71,0,2,2.0,1
0,1,0,1.14,1,18,6.0,0
1,0,0,2.17,0,5,0.0,1
1,0,0,0.18,1,4,6.0,0
0,1,0,2.0,0,14,6.0,1
1,0,0,3.09,0,1,3.0,1
1,0,0,1.69,0,5,2.0,1
0,0,1,1.49,0,9,6.0,1
1,0,0,3.41,0,14,2.0,1
0,1,0,5.0,0,16,2.0,1
0,1,0,2.7,0,1,4.0,0
0,1,0,3.5,0,12,1.0,1
0,0,1,3.28,0,7,1.0,1
0,0,1,4.41,0,1,0.0,1
0,1,0,1.3,1,18,2.0,0
0,0,1,5.0,0,1,3.0,1
0,0,1,5.0,0,9,6.0,1
0,0,1,0.28,1,0,6.0,0
0,1,0,0.26,1,0,6.0,0
1,0,0,0.97,1,8,6.0,0
1,0,0,1.84,1,6,6.0,0
0,1,0,2.26,0,14,0.0,1
0,0,1,0.14,1,6,6.0,0
0,0,1,2.26,0,15,6.0,1
1,0,0,3.38,1,8,6.0,0
1,0,0,2.33,0,8,0.0,1
0,0,1,0.87,1,2,6.0,0
1,0,0,5.0,0,1,0.0,1
1,0,0,5.0,0,17,4.0,1
1,0,0,3.48,0,2,4.0,1
1,0,0,3.79,0,4,1.0,1
1,0,0,0.53,1,15,6.0,0
0,1,0,1.83,0,1,2.0,0
1,0,0,4.14,0,14,1.0,1
0,0,1,0.62,1,3,6.0,0
0,0,1,4.36,0,11,1.0,1
0,0,1,2.26,0,1,4.0,1
1,0,0,3.83,0,4,1.0,1
0,1,0,1.62,0,16,6.0,1
0,0,1,0.3,1,4,6.0,0
0,1,0,2.24,0,2,6.0,0
0,1,0,1.18,0,9,3.0,1
0,0,1,1.68,1,12,1.0,0
1,0,0,5.0,0,9,3.0,1
1,0,0,0.51,1,13,6.0,0
1,0,0,1.81,0,4,6.0,1
0,1,0,0.5,1,18,6.0,0
1,0,0,1.25,1,17,6.0,0
1,0,0,4.56,0,18,4.0,1
1,0,0,0.86,1,3,6.0,0
0,0,1,0.59,1,7,6.0,0
0,1,0,5.0,0,6,1.0,1
0,1,0,5.0,1,14,6.0,0
1,0,0,3.23,0,17,2.0,1
1,0,0,1.12,1,16,1.0,0
1,0,0,4.06,0,18,2.0,1
0,1,0,4.42,0,17,1.0,1
0,0,1,0.04,1,18,6.0,0
1,0,0,4.75,0,9,0.0,1
0,1,0,2.9,0,9,0.0,1
0,0,1,2.09,0,11,1.0,1
0,0,1,1.9,0,8,1.0,1
1,0,0,0.81,1,6,6.0,0
0,1,0,0.76,1,5,6.0,0
0,1,0,1.29,1,0,6.0,0
0,0,1,1.29,1,7,6.0,0
0,1,0,2.08,0,18,1.0,1
0,1,0,3.0,0,0,1.0,0
0,0,1,3.05,0,18,4.0,1
0,0,1,5.0,0,2,4.0,1
0,1,0,0.12,1,6,6.0,0
0,1,0,5.0,0,0,5.0,0
0,0,1,2.43,0,14,3.0,1
0,0,1,2.89,0,7,4.0,1
1,0,0,1.26,1,18,6.0,0
0,1,0,3.86,1,19,1.0,0
1,0,0,1.78,0,4,2.0,1
0,1,0,2.46,0,4,4.0,0
1,0,0,1.92,0,6,1.0,1
0,1,0,3.1,0,11,4.0,1
0,0,1,0.23,1,3,6.0,0
1,0,0,2.3,0,11,0.0,1
0,0,1,1.65,1,3,6.0,0
0,0,1,0.52,1,10,6.0,0
0,1,0,2.81,0,6,6.0,1
0,1,0,2.72,0,11,3.0,1
1,0,0,1.5,1,11,6.0,0
1,0,0,2.11,0,12,6.0,1
1,0,0,2.1,0,3,1.0,1
0,0,1,1.01,1,16,6.0,0
1,0,0,0.9,1,19,6.0,0
1,0,0,5.0,0,10,2.0,1
1,0,0,2.32,0,13,1.0,1
0,1,0,1.95,0,19,5.0,1
0,1,0,4.75,0,10,3.0,1
0,1,0,2.61,0,5,3.0,1
0,0,1,1.11,0,18,6.0,1
0,0,1,2.4,0,15,3.0,1
0,1,0,5.0,0,3,2.0,0
0,1,0,0.41,1,5,6.0,0
0,0,1,2.76,0,16,1.0,1
0,0,1,1.74,0,3,3.0,1
0,1,0,0.05,1,10,6.0,0
0,1,0,4.05,0,6,1.0,1
1,0,0,2.84,0,1,3.0,1
1,0,0,0.38,1,12,6.0,0
0,0,1,5.0,1,9,6.0,0
1,0,0,2.84,0,9,6.0,1
1,0,0,3.09,0,2,4.0,1
0,1,0,2.14,0,5,6.0,1
0,1,0,3.22,0,11,6.0,1
0,1,0,5.0,0,7,2.0,1
0,1,0,5.0,0,15,1.0,1
0,0,1,1.06,1,1,6.0,0
1,0,0,1.83,0,4,6.0,1
0,1,0,0.78,1,5,6.0,0
0,1,0,0.99,1,17,6.0,0
0,0,1,1.1,1,17,6.0,0
1,0,0,1.81,1,2,6.0,0
0,1,0,1.25,1,12,6.0,0
0,0,1,4.18,0,7,3.0,1
0,0,1,3.03,0,5,4.0,1
0,1,0,5.0,0,18,4.0,1
0,0,1,4.15,0,18,1.0,1
1,0,0,1.34,0,0,2.0,1
1,0,0,1.2,1,9,6.0,0
1,0,0,0.1,1,11,6.0,0
0,0,1,3.42,0,11,0.0,1
0,1,0,2.07,0,9,1.0,1
1,0,0,2.39,0,15,6.0,1
0,0,1,1.28,1,3,6.0,0
0,0,1,5.0,0,7,4.0,1
1,0,0,2.71,0,13,1.0,1
0,0,1,0.14,1,18,6.0,0
0,0,1,1.7,0,0,6.0,1
0,0,1,4.26,0,17,2.0,1
0,1,0,1.91,0,5,3.0,1
1,0,0,0.07,1,17,6.0,0
0,1,0,1.58,0,8,6.0,1
0,1,0,1.53,1,10,4.0,0
0,1,0,5.0,0,4,6.0,0
0,1,0,0.01,1,14,6.0,0
0,0,1,2.04,0,7,3.0,1
1,0,0,5.0,0,7,1.0,1
0,1,0,1.83,0,2,6.0,0
1,0,0,5.0,0,15,2.0,1
0,0,1,0.44,1,19,6.0,0
0,0,1,2.64,0,2,1.0,1
0,1,0,5.0,0,5,0.0,1
0,0,1,1.07,0,8,1.0,1
0,0,1,2.6,0,6,3.0,1
0,0,1,0.55,1,6,6.0,0
0,1,0,2.07,1,0,4.0,0
0,1,0,4.55,0,19,2.0,1
1,0,0,0.44,1,16,6.0,0
0,0,1,0.6,1,11,6.0,0
1,0,0,2.65,0,5,1.0,1
0,0,1,2.22,0,17,4.0,1
0,1,0,0.3,1,9,6.0,0
0,1,0,0.68,1,4,6.0,0
0,1,0,1.0,1,16,6.0,0
1,0,0,1.24,1,18,1.0,0
1,0,0,2.4,0,19,0.0,1
1,0,0,2.27,0,13,2.0,1
0,1,0,5.0,0,11,2.0,1
1,0,0,1.81,0,15,6.0,1
1,0,0,2.26,0,9,0.0,1
